"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
brief;188761;;"Impedir que los intrusos accedan a nuestra información";;"Un grupo de investigadores financiado con fondos comunitarios ha desarrollado un juego de herramientas y una metodología de trabajo que apoyan un enfoque de la prevención de intrusiones en sistemas basado en la navegación.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 17:19:27";http://cordis.europa.eu/result/rcn/188761_es.html
brief;188761;;"Keeping unwanted trespassers out of your information";;"EU-funded researchers have developed working toolset and methodology that support a navigation approach to preventing unwanted system trespassers.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 17:19:26";http://cordis.europa.eu/result/rcn/188761_en.html
brief;188761;;"Maintenir les intrus à l'écart de vos informations";;"Des chercheurs financés par l'UE ont mis au point un ensemble d'outils de travail et une méthodologie qui favorisent une approche de navigation consistant à tenir à distance les personnes qui tentent d'accéder au système sans autorisation.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 17:19:27";http://cordis.europa.eu/result/rcn/188761_fr.html
brief;188761;;"Jak chronić systemy informacyjne przed niepożądanym dostępem";;"Badacze korzystający z dofinansowania UE opracowali roboczy zestaw narzędzi i metodologię do zapobiegania wtargnięciom do systemów poprzez zastosowanie podejścia opartego na nawigacji.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 17:19:28";http://cordis.europa.eu/result/rcn/188761_pl.html
brief;188761;;"Tenere gli intrusi lontano dalle vostre informazioni";;"Ricercatori finanziati dall’UE hanno sviluppato un set di strumenti di lavoro e una metodologia che supportano un approccio di navigazione per prevenire intrusi nel sistema.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 17:19:28";http://cordis.europa.eu/result/rcn/188761_it.html
brief;188761;;"Unerwünschte Eindringlinge von persönlichen Informationen fernhalten";;"EU-finanzierte Forscher haben ein funktionierendes Toolset und eine Methodologie entwickelt, die einen Navigationsansatz zur Vermeidung eines unerwünschten Eindringens in Systeme unterstützen.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 17:19:25";http://cordis.europa.eu/result/rcn/188761_de.html
brief;188760;;"Sentar unas bases seguras para que Europa pueda construir el Internet del futuro";;"Un grupo de investigadores financiados con fondos de la Unión Europea está desarrollando herramientas para realizar pruebas de seguridad con el objetivo de aumentar la confianza de todos los europeos en el Internet de los servicios.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 16:43:29";http://cordis.europa.eu/result/rcn/188760_es.html
brief;188760;;"Laying the secure foundation from which Europe can build the internet of tomorrow";;"EU-funded researchers are developing security-testing tool to provide all Europeans with increased confidence in the Internet of Services.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 16:43:29";http://cordis.europa.eu/result/rcn/188760_en.html
brief;188760;;"Poser des fondements sûrs sur lesquels l'Europe peut bâtir l'Internet de demain";;"Des chercheurs financés par l'UE sont en train de développer un outil de test de sécurité afin d'accroître la confiance des Européens en l'Internet des services.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 16:43:30";http://cordis.europa.eu/result/rcn/188760_fr.html
brief;188760;;"Tworzenie bezpiecznych fundamentów dla internetu przyszłości w Europie";;"Badacze korzystający z dofinansowania UE rozwijają narzędzie do testowania zabezpieczeń, które pozwoli zwiększyć zaufanie Europejczyków do internetu usług.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 16:43:31";http://cordis.europa.eu/result/rcn/188760_pl.html
brief;188760;;"Gettare fondamenta sicure per costruire l’internet di domani in Europa";;"Ricercatori finanziati dall’UE stanno sviluppando uno strumento per la verifica della sicurezza al fine di rafforzare la fiducia dei cittadini europei nell’internet dei servizi.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 16:43:30";http://cordis.europa.eu/result/rcn/188760_it.html
brief;188760;;"Einen sicheres Fundament schaffen, auf dem Europa das Internet von morgen aufbauen kann";;"EU-geförderte Forscher entwickelten Sicherheitsprüfungs-Tools, um den Menschen Europas mehr Vertrauen in das Internet der Dienste geben zu können.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 16:43:28";http://cordis.europa.eu/result/rcn/188760_de.html
brief;188667;;"Un nuevo herramental de seguridad para software aumenta la fiabilidad de los procesos";;"Investigadores de la Unión Europea han desarrollado un conjunto de herramientas para el análisis del código fuente capaces de verificar las propiedades de seguridad de aplicaciones escritas en C, C++ y Java.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 16:26:12";http://cordis.europa.eu/result/rcn/188667_es.html
brief;188667;;"New security toolbox for software increases trustworthiness of existing processes";;"EU-researchers have developed a set of source code analysis tools capable of verifying the security properties of applications written in C, C++ and Java.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 16:26:11";http://cordis.europa.eu/result/rcn/188667_en.html
brief;188667;;"Une nouvelle boîte à outils pour la sécurité des logiciels améliore la fiabilité des processus existants";;"Des chercheurs de l'UE ont développé un ensemble d'outils d'analyse du code source capables de vérifier les propriétés de sécurité d'applications écrites en C, C++ et Java.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 16:26:12";http://cordis.europa.eu/result/rcn/188667_fr.html
brief;188667;;"Nowy zestaw narzędzi bezpieczeństwa dla oprogramowania poprawia wiarygodność istniejących procesów";;"Naukowcy z UE opracowali zestaw narzędzi do analizy kodu źródłowego umożliwiających weryfikację właściwości bezpieczeństwa aplikacji napisanych w językach C, C++ i Java.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 16:26:13";http://cordis.europa.eu/result/rcn/188667_pl.html
brief;188667;;"Una nuova toolbox di sicurezza per software accresce l’affidabilità dei processi esistenti";;"Ricercatori finanziati dall’UE hanno sviluppato una serie di strumenti di analisi del codice sorgente capaci di verificare le proprietà di sicurezza di applicazioni scritte in C, C++ e Java.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 16:26:13";http://cordis.europa.eu/result/rcn/188667_it.html
brief;188667;;"Neue Sicherheits-Toolbox für Software soll die Zuverlässigkeit bestehender Prozesse stärken";;"Von der EU geförderte Forscher haben eine Reihe von Tools zur Analyse des Quellcodes von Software entwickelt, die die Sicherheitseigenschaften von Anwendungen, die in C, C++ und Java geschrieben wurden, verifizieren können.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 16:26:11";http://cordis.europa.eu/result/rcn/188667_de.html
brief;188759;;"Una plataforma de comunicaciones cibersegura para aplicaciones de red eléctrica inteligente";;"La forma en la que generamos y consumimos energía está en constante evolución, con la aparición periódica de nuevos usos y aplicaciones. No obstante, todas estas aplicaciones siguen funcionando de manera aislada, por lo que la observación y el control de toda la red eléctrica son procesos complejos, ineficientes y caros. Gracias al proyecto C-DAX, pronto podría sacarse al mercado una plataforma de comunicaciones flexible y segura compatible simultáneamente con una variedad de aplicaciones.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 16:39:39";http://cordis.europa.eu/result/rcn/188759_es.html
brief;188759;;"A cyber-secure communication platform for smart energy grid applications";;"The way we produce and consume energy is constantly changing, with new uses and applications coming up on a regular basis. However, all these applications continue to work in silos – making observation and control of the whole energy grid complex, inefficient and expensive. A flexible and secure communication platform supporting diverse applications at the same time could soon be brought to the market thanks to the C-DAX project.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 16:39:39";http://cordis.europa.eu/result/rcn/188759_en.html
brief;188759;;"Une plateforme de communication cyber-sécurisée pour les réseaux électriques intelligents";;"La façon dont nous produisons et consommons l'énergie est en constante évolution, de nouvelles utilisations et applications apparaissant régulièrement. Cependant, toutes ces applications continuent de fonctionner en silos, ce qui rend complexes, inefficaces et coûteux l'observation et le contrôle de la totalité du réseau électrique. Grâce au projet C-DAX, une plateforme de communication souple et sécurisée, capable de prendre en charge diverses applications en même temps, pourrait bientôt être mise sur le marché.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 16:39:40";http://cordis.europa.eu/result/rcn/188759_fr.html
brief;188759;;"Bezpieczna platforma komunikacji dla aplikacji w inteligentnej sieci energetycznej";;"Metody wytwarzania i wykorzystywania energii wciąż ulegają zmianom, przez co często pojawiają się nowe zastosowania i aplikacje. Wszystkie takie aplikacje nadal funkcjonują jednak w silosach organizacyjnych, przez co monitorowanie całej sieci energetycznej i sterowanie jej działaniem jest skomplikowane, mało wydajne i kosztowne. Prace w ramach projektu C-DAX mogą już wkrótce umożliwić wprowadzenie na rynek elastycznej i bezpiecznej platformy komunikacji obsługującej różnego rodzaju aplikacje.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 16:39:41";http://cordis.europa.eu/result/rcn/188759_pl.html
brief;188759;;"Una piattaforma di comunicazione ciber-sicura per applicazioni nelle reti di energia intelligenti";;"Il modo in cui produciamo e consumiamo energia è in continuo cambiamento e nuovi usi e applicazioni emergono regolarmente. Tutte queste applicazioni però continuano a funzionare indipendentemente – il che rende le osservazioni e i controlli di tutta la rete energetica complessi, inefficienti e costosi. Una piattaforma flessibile e sicura di comunicazione che sostiene varie applicazioni contemporaneamente potrebbe presto essere portata sul mercato grazie al progetto C-DAX.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 16:39:40";http://cordis.europa.eu/result/rcn/188759_it.html
brief;188759;;"Eine Cybersicherheits-Kommunikationsplattform für Anwendungen intelligenter Energienetze";;"Die Art und Weise, wie wir Energie herstellen und verbrauchen ändert sich fortwährend, da sich in regelmäßigen Abständen neue Nutzungs- und Anwendungsmöglichkeiten auftun. Alle diese Anwendungen funktionieren jedoch nach wie vor in Silos – dies macht eine Überwachung und Steuerung des gesamten Energienetzkomplexes ineffizient und teuer. Eine flexible und sichere Kommunikationsplattform, die gleichzeitig verschiedene Anwendungen unterstützt, könnte dank des Projektes C-DAX schon bald auf dem Markt verfügbar sein.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 16:39:38";http://cordis.europa.eu/result/rcn/188759_de.html
brief;188663;;"Proteger los datos personales en un entorno en línea seguro";;"Un proyecto financiado con fondos europeos ha desarrollado un modo seguro de acceder a servicios en línea que tan sólo requiere un mínimo de información personal de los usuarios. Esta tecnología destinada a proteger la privacidad podría tener aplicaciones significativas en instituciones de grandes dimensiones —tales como escuelas, universidades y organizaciones— en las que se mantenga un grado elevado de contacto con los clientes.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 15:32:33";http://cordis.europa.eu/result/rcn/188663_es.html
brief;188663;;"Protecting personal data in a secure online environment";;"An EU-funded project has developed a secure means of accessing online services that requires users to provide minimal personal information. This privacy-enhancing technology could have significant applications in large institutions such as schools, universities and organisations with high levels of customer contact.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 15:32:33";http://cordis.europa.eu/result/rcn/188663_en.html
brief;188663;;"Protéger les données personnelles dans un environnement en ligne sécurisé";;"Un projet financé par l'UE a mis au point un moyen sécurisé permettant aux utilisateurs de ne communiquer qu'un minimum d'informations personnelles pour accéder à des services en ligne. Cette technologie, qui renforce le respect de la vie privée, pourrait avoir des applications importantes dans des institutions de grande taille telles que les écoles, les universités et les entreprises en relation étroite avec leur clientèle.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 15:32:34";http://cordis.europa.eu/result/rcn/188663_fr.html
brief;188663;;"Ochrona danych osobowych w bezpiecznym środowisku internetowym";;"W ramach pewnego unijnego projektu opracowano bezpieczne formy dostępu do usług online, wymagające jedynie minimalnej ilości danych osobowych. Ta technologia służąca wzmocnieniu ochrony prywatności może mieć istotne zastosowania w dużych instytucjach, takich jak szkoły, uczelnie wyższe i organizacje cechujące się wysokim poziomem kontaktu z klientem.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 15:32:35";http://cordis.europa.eu/result/rcn/188663_pl.html
brief;188663;;"Protezione dei dati personali in un ambiente online sicuro";;"Un progetto finanziato dall’UE ha sviluppato un mezzo sicuro per accedere ai servizi online, il quale richiede agli utenti di fornire informazioni personali minime. Questa tecnologia che migliora la privacy potrebbe avere importanti applicazioni in grandi istituzioni come scuole, università e organizzazioni con un elevato livello di contatti con i clienti.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 15:32:34";http://cordis.europa.eu/result/rcn/188663_it.html
brief;188663;;"Schutz der persönlichen Daten in einer sicheren Online-Umgebung";;"In einem EU-finanzierten Projekt wurde eine sichere Methode für den Zugriff auf Online-Dienste entwickelt, bei der die Nutzer nur sehr wenige persönliche Daten angeben müssen. Diese Technologie zur Förderung des Datenschutzes könnte in erheblichem Maße in großen Institutionen wie Schulen, Universitäten und Organisationen, bei denen es zu viel Kundenkontakt kommt, angewendet werden.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 15:32:32";http://cordis.europa.eu/result/rcn/188663_de.html
brief;188669;;"Soluciones combinadas para incrementar la seguridad de las aplicaciones para móviles";;"Pese al nivel de desarrollo que han alcanzado desde el punto de vista meramente tecnológico, los teléfonos inteligentes o smartphones aún van rezagados con respecto a los ordenadores en lo que a la seguridad se refiere. Las aplicaciones y los programas para teléfonos móviles siguen siendo muy vulnerables a los ataques. A esto hay que sumar que, con frecuencia, las medidas de protección de software resultan limitadas. El proyecto ASPIRE ha diseñado un sistema de seguridad para ayudar a vendedores y desarrolladores de software a solventar estas deficiencias.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-10-21 16:20:13";http://cordis.europa.eu/result/rcn/188669_es.html
brief;188669;;"Combined protections for greater security in mobile apps";;"As advanced as they have become from a purely technological point of view, smartphones still represent a step backwards from desktops in terms of security. Mobile apps and software are still largely vulnerable to attacks, and current software protections are often limited. The ASPIRE project has developed a turnkey solution for software vendors and developers to overcome these problems.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-10-21 16:20:12";http://cordis.europa.eu/result/rcn/188669_en.html
brief;188669;;"Une combinaison de protections assure une meilleure sécurité des applications mobiles";;"Aussi avancés qu'ils soient sur le plan technologique, la sécurité des smartphones représente toujours un retour en arrière par rapport aux ordinateurs de bureau. Les applications et logiciels mobiles sont encore largement vulnérables aux attaques, et les protections logicielles actuelles sont souvent limitées. Pour surmonter ces problèmes, le projet ASPIRE a développé une solution clé en main destinée aux éditeurs et développeurs de logiciels.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-10-21 16:20:14";http://cordis.europa.eu/result/rcn/188669_fr.html
brief;188669;;"Połączone systemy ochrony dla większego bezpieczeństwa aplikacji na urządzenia mobilne";;"Smartfony, mimo że są wyposażone w najnowocześniejsze technologie, w dalszym ciągu pozostają w tyle za komputerami stacjonarnymi, jeżeli chodzi o bezpieczeństwo. Aplikacje i oprogramowanie urządzeń mobilnych są nadal w dużym stopniu narażone na ataki, a obecne zabezpieczenia oprogramowania są często ograniczone. Uczestnicy projektu ASPIRE opracowali gotowe do użycia rozwiązanie dla sprzedawców i twórców oprogramowania, pozwalające na wyeliminowanie tych problemów.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-10-21 16:20:14";http://cordis.europa.eu/result/rcn/188669_pl.html
brief;188669;;"Protezioni combinate per una maggiore sicurezza nelle applicazioni mobili";;"Anche se dal punto di vista puramente tecnologico sono molto avanzati, gli smartphone restano un passo indietro rispetto ai desktop in termini di sicurezza. Le applicazioni e il software per i cellulari sono ancora estremamente vulnerabili agli attacchi, e le attuali protezioni software sono spesso limitate. Il progetto ASPIRE ha sviluppato una soluzione pronta all’uso per i fornitori e gli sviluppatori di software al fine di superare questi problemi.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-10-21 16:20:14";http://cordis.europa.eu/result/rcn/188669_it.html
brief;188669;;"Kombinierter Schutz für mehr Sicherheit bei mobilen Anwendungen";;"So fortschrittlich sie aus rein technologischer Sicht geworden sind, so stellen Smartphones im Hinblick auf Sicherheit gegenüber Desktop-Computern immer noch einen Rückschritt dar. Mobile Anwendungen und Software sind immer noch anfällig für Angriffe, und aktuelle Schutzmöglichkeiten für Software sind oft nur begrenzt. Im Projekt ASPIRE entwickelte man eine schlüsselfertige Lösung für Softwareanbieter und -entwickler, die dieses Problem löst.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-10-21 16:20:12";http://cordis.europa.eu/result/rcn/188669_de.html
project;105821;TREsPASS;"Technology-supported Risk Estimation by Predictive Assessment of Socio-technical Security";318003;"Information security threats to organisations have changed completely over the last decade, due to the complexity and dynamic nature of infrastructures and attacks. Successful attacks cost society billions a year, impacting vital services and the economy. Examples include Stu...";FP7-ICT;2012-11-01;2016-10-31;en;en;"2016-04-01 21:48:46";http://cordis.europa.eu/project/rcn/105821_en.html
project;106390;C-DAX;"C-DAX: Cyber-secure Data and Control Cloud for Power Grids";318708;"The progressive penetration of conventional and renewable distributed generation is driving major changes in the whole power systems infrastructure justifying the introduction of more intelligence, in particular, in power distribution networks. The information infrastructure ...";FP7-ICT;2012-10-01;2016-02-29;en;en;"2016-09-07 23:59:31";http://cordis.europa.eu/project/rcn/106390_en.html
project;106028;A4CLOUD;"Accountability For Cloud and Other Future Internet Services";317550;"Cloud and IT service providers should act as responsible stewards for the data of their customers and users. However the current absence of accountability frameworks for distributed IT services makes it difficult for users to understand, influence and determine how their serv...";FP7-ICT;2012-10-01;2016-03-31;en;en;"2016-04-05 12:28:26";http://cordis.europa.eu/project/rcn/106028_en.html
project;105381;HINT;"Holistic Approaches for Integrity of ICT-Systems";317930;"The security of modern ICT (Information and Communication Technologies) systems relies fundamentally on the integrity of hardware components. This is the case for user identification and authentication as in smartcards, e-Id, e-Passports, e-health devices or for the integrity...";FP7-ICT;2012-10-01;2015-09-30;en;en;"2016-04-01 19:09:23";http://cordis.europa.eu/project/rcn/105381_en.html
project;110157;ASPIRE;"Advanced Software Protection: Integration, Research and Exploitation";609734;"Traditional security solutions based on custom hardware like smart cards, set-top boxes, and dongles, are not convenient on mobile devices like smartphones and tablets. Software protection is therefore utterly important; it can be a maker and breaker in domains like multi-scr...";FP7-ICT;2013-11-01;2016-10-31;en;en;"2016-04-08 23:17:10";http://cordis.europa.eu/project/rcn/110157_en.html
project;105974;FutureID;"Shaping the future of electronic identity";318424;"The FutureID project builds a comprehensive, flexible, privacy-aware and ubiquitously usable identity management infrastructure for Europe, which integrates existing eID technology and trust infrastructures, emerging federated identity management services and modern credentia...";FP7-ICT;2012-11-01;2015-10-31;en;en;"2016-04-01 23:42:24";http://cordis.europa.eu/project/rcn/105974_en.html
project;105816;STANCE;"A Source code analysis Toolbox for software security AssuraNCE";317753;"The immunity of a system to malicious third parties trying to modify its behaviour (e.g. to perform unauthorized actions) is called security. Ensuring this feature in information and communication technologies is a requirement for establishing a trustworthy Information Societ...";FP7-ICT;2012-10-01;2015-09-30;en;en;"2016-04-01 19:56:24";http://cordis.europa.eu/project/rcn/105816_en.html
project;105550;MUSES;"Multiplatform Usable Endpoint Security";318508;"The overall purpose of MUSES is to foster corporate security by reducing the risks introduced by user behaviour.Data security and privacy are of fundamental importance to organizations, where they are defined and managed via Security Policies. Most security incidents are caus...";FP7-ICT;2012-10-01;2015-09-30;en;en;"2014-10-14 14:24:52";http://cordis.europa.eu/project/rcn/105550_en.html
project;105547;RASEN;"Compositional Risk Assessment and Security Testing of Networked Systems";316853;"The European society increasingly depends on ICT systems, in particular ICT systems within critical infrastructures such as telecommunication services, public health services, banking services and power supply. At the same time such systems become increasingly heterogeneous a...";FP7-ICT;2012-10-01;2015-09-30;en;en;"2016-05-31 17:41:51";http://cordis.europa.eu/project/rcn/105547_en.html
project;105384;EURO-MILS;"EURO-MILS:\nSecure European Virtualisation for Trustworthy Applications in Critical Domains";318353;"Cyber-physical networks based on embedded systems are part of our society and gain spread and importance. Next generations of aircrafts and cars will be tightly interconnected with each other, with the Internet and other infrastructures. The same holds for many industries and...";FP7-ICT;2012-10-01;2016-03-31;en;en;"2016-04-01 20:12:58";http://cordis.europa.eu/project/rcn/105384_en.html
project;97048;ABC4Trust;"Attribute-based Credentials for Trust";257782;"The number of transactions performed electronically is rising fast. Every day people use the Internet for purposes ranging from accessing information to electronic commerce and e-banking, to interactions with government bodies. As securing these transactions requires strong a...";FP7-ICT;2010-11-01;2015-02-28;en;en;"2016-04-01 13:59:07";http://cordis.europa.eu/project/rcn/97048_en.html
project;109868;CloudFlow;"Computational Cloud Services and Workflows for Agile Engineering";609100;"Traditionally, the European manufacturing industry is characterized by innovative technology, quality processes and robust products which have leveraged Europe's industrialization. However, globalization has exposed Europe's industry to new emerging and industrialized manufac...";FP7-ICT;2013-07-01;2016-12-31;en;en;"2016-10-27 23:00:22";http://cordis.europa.eu/project/rcn/109868_en.html
project;110377;CR-PLAY;"Capture-Reconstruct-Play\nAn innovative mixed pipeline for videogames development";611089;"Videogames are one of the most relevant creative industries in Europe - encompassing almost 100,000 individuals – with countries like UK, France and Finland representing the excellence in game development internationally. The market is very interesting, but very competitive t...";FP7-ICT;2013-11-01;2016-10-31;en;en;"2016-04-08 19:58:57";http://cordis.europa.eu/project/rcn/110377_en.html
project;100248;Campus21;"Control & Automation Management of Buildings & Public Spaces in the 21st Century";285729;"CAMPUS 21 focuses on the energy-efficient operation of public buildings and spaces. It brings together the expertise of national research centres from Germany (Telecommunications), Ireland (IT in AEC, Artificial Intelligence), Austria (Building Physics), and Spain (Informatio...";FP7-ICT;2011-09-01;2015-05-31;en;en;"2016-04-11 13:10:14";http://cordis.europa.eu/project/rcn/100248_en.html
project;100944;CASMACAT;"Cognitive Analysis and Statistical Methods for Advanced Computer Aided Translation";287576;"The CASMACAT project will build the next generation translator's workbench to improve productivity, quality, and work practices in the translation industry.<br/>We will carry out cognitive studies of actual unaltered translator behaviour based on key logging and eye tracking....";FP7-ICT;2011-11-01;2014-10-31;en;en;"2016-04-11 13:25:17";http://cordis.europa.eu/project/rcn/100944_en.html
project;94151;FINE;"Free-viewpoint Immersive Networked Experience";248020;"The Free-viewpoint Immersive Networked Experience (FINE) project will be focused on researching and developing a novel end-to-end architecture for the creation and delivery of a new form of live media content. FINE will introduce the concept of live free-viewpoint content whi...";FP7-ICT;2010-04-01;2013-07-31;en;en;"2016-04-11 12:32:17";http://cordis.europa.eu/project/rcn/94151_en.html
project;100755;LiMoSINe;"Linguistically Motivated Semantic aggregatIon engiNes";288024;"We increasingly live our life online. Information is accumulated on a wide range of human activities, from science and facts, to personal content, opinions, and trends. Across the globe, people's knowledge, experiences and interactions effortlessly find their way to online ou...";FP7-ICT;2011-11-01;2014-10-31;en;en;"2016-04-11 12:14:50";http://cordis.europa.eu/project/rcn/100755_en.html
project;100793;SIMPLE4ALL;"Speech synthesis that improves through adaptive learning";287678;"The Simple4All project will create speech synthesis technology that learns from data with little or no expert supervision and continually improves itself, simply by being used.<br/>In order to be accepted by users, the voice of a spoken interaction system must be natural and ...";FP7-ICT;2011-11-01;2014-10-31;en;en;"2016-04-11 12:33:43";http://cordis.europa.eu/project/rcn/100793_en.html
project;105140;GRADE;"Graphene-based Devices and Circuits for RF Applications";317839;"GRADE is a three-year STREP proposal focused on advanced RTD activities necessary to demonstrate the proof-of-concept of novel graphene-based electronic devices operating at terahertz (THz) frequencies. We propose two different concepts with specific advantages. Graphene fiel...";FP7-ICT;2012-10-01;2016-03-31;en;en;"2016-04-11 12:27:19";http://cordis.europa.eu/project/rcn/105140_en.html
project;109228;EXCESS;"Execution Models for Energy-Efficient Computing Systems";611183;"The EXCESS project aims at providing radically new energy execution models forming foundations for energy-efficient computing paradigms that will enable two orders of magnitude improvements in energy efficiency for computing systems. A holistic approach that involves both har...";FP7-ICT;2013-09-01;2016-08-31;en;en;"2016-10-24 22:55:50";http://cordis.europa.eu/project/rcn/109228_en.html
project;192270;"CEED ISSUE";"CEE and EU Development by Improving Start-up SUpport Ecosystem for take-up of FI-PPP results";632807;"Objectives of the CEED ISSUE project are: on EU level to evolve the technological developments and trials taking place in FI-PPP phases one and two into seed-type activities generating actual take-up of innovative Internet services and applications. on the CEE level to radi...";FP7-ICT;2014-07-01;2016-06-30;en;en;"2016-10-19 10:57:48";http://cordis.europa.eu/project/rcn/192270_en.html
project;109949;CLERECO;"Cross-Layer Early Reliability Evaluation for the Computing cOntinuum";611404;"Advanced multi-functional computing systems realized in forthcoming manufacturing technologies hold the promise of a significant increase in device integration density complemented by an increase in system performance and functionality. However, a dramatic reduction in single...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2016-04-11 13:19:12";http://cordis.europa.eu/project/rcn/109949_en.html
project;106847;ROVINA;"Robots for Exploration, Digital Preservation and Visualization of Archeological Sites";600890;"Mapping and digitizing archeological sites is an important task to preserve cultural heritage and to make it accessible to the public. Current systems for digitizing sites typically build upon static 3D laser scanning technology that is brought into archeological sites by hum...";FP7-ICT;2013-02-01;2016-07-31;en;en;"2016-04-08 18:39:14";http://cordis.europa.eu/project/rcn/106847_en.html
project;191439;CREATI-FI;"CreatiFI: Leveraging the Future Internet for the Creative Industries";632905;"CreatiFI addresses key challenges for ICT creative entrepreneurs in Europe in a decentralised way. CreatiFI integrates 4 Hubs located in Europe's most creative Regions: Brussels, Barcelona, Helsinki, and Trento. CreatiFI hubs will provide business and technical guidance and a...";FP7-ICT;2014-09-01;2016-11-30;en;en;"2016-10-13 22:59:17";http://cordis.europa.eu/project/rcn/191439_en.html
project;109702;BioMot;"Smart Wearable Robots with Bioinspired Sensory-Motor Skills";611695;"Wearable robots (WR) are person-oriented devices, usually in the form of exoskeletons. These devices are worn by human operators to enhance or support a daily function, such as walking. WRs find applications in the enhancement of intact operators or in clinical environments, ...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2016-04-08 21:21:30";http://cordis.europa.eu/project/rcn/109702_en.html
brief;188518;;"Los profundos beneficios de mantener activa a una población que envejece";;"Muchos de los dispositivos inteligentes y de la infraestructura tecnológica desarrollada como parte del proyecto FARSEEING, financiado por la Unión Europea, los están aprovechando ahora nuevas empresas e iniciativas de investigación con el objetivo de ayudar a las personas mayores de Europa a llevar vidas activas, sanas e independientes.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-09-09 13:41:58";http://cordis.europa.eu/result/rcn/188518_es.html
brief;188518;;"Far-reaching benefits for keeping an ageing population active";;"Many of the smart devices and technological infrastructure developed as part of the EU-funded FARSEEING project is now being used by new companies and research initiatives aimed at helping Europe’s ageing population live active, healthy and independent lives.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-09-09 13:41:58";http://cordis.europa.eu/result/rcn/188518_en.html
project;106852;CultAR;"Culturally Enhanced Augmented Realities";601139;"CultAR will provide a mobile platform that 1) actively increases users' awareness of their cultural surroundings with advanced, adaptable and personalized interfaces, 2) increase users' social engagement with culture via a leap in social media technologies and contextual infe...";FP7-ICT;2013-01-01;2015-12-31;en;en;"2016-10-11 11:57:34";http://cordis.europa.eu/project/rcn/106852_en.html
project;111130;SOLDER;"Spectrum OverLay through aggregation of heterogeneous DispERsed Bands";619687;"Wireless access is becoming the dominant way of connecting to the Internet due to the high data rates that several radio access technologies (RATs) provide. Such success is a result of several advances in wireless communications over the last two decades. A key enabling techn...";FP7-ICT;2013-11-01;2016-10-31;en;en;"2016-10-11 00:02:11";http://cordis.europa.eu/project/rcn/111130_en.html
brief;182750;;"Sensores cuánticos con un átomo frío ultrasensibles para avanzar en geofísica y computación";;"Un proyecto financiado por la Unión Europea ha contribuido a revolucionar la cartografía subterránea, la evaluación de la actividad sísmica y la computación utilizando una tecnología con átomos fríos.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:09:08";http://cordis.europa.eu/result/rcn/182750_es.html
